Disease,Specialist,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Description,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_18,Symptom_19,Symptom_20,Symptom_21,Symptom_22,Symptom_23,Symptom_24,Symptom_25,Symptom_26,Symptom_27,Symptom_28
chronic  alcoholic intoxication,,,,,,,,,,,,,,,,,,,,,tremor,hallucinations auditory,suicidal,hoard,irritable mood,feeling hopeless,feeling suicidal,neologism,seizure,homelessness,sleeplessness,unconscious state,panic,breath sounds decreased,shortness of breath,,,,,,,,,,,,,
pneumothorax,,,,,,,,,,,,,,,,,,,,,dyspnea,cardiovascular event,haemoptysis,cough,hypercapnia,soft tissue swelling,prostatism,agitation,,,,,,,,,,,,,,,,,,,,
delirium,,,,,,,,,,,,,,,,,,,,,unsteady gait,withdraw,hyponatremia,verbally abusive behavior,feeling suicidal,unresponsiveness,worry,sleepy,hallucinations auditory,suicidal,fever,diarrhea,,,,,,,,,,,,,,,,
neutropenia,,,,,,,,,,,,,,,,,,,,,transaminitis,splenomegaly,night sweat,apyrexial,lesion,snuffle,chill,cough,monoclonal,hypocalcemia result,oliguria,rhd positive,distress respiratory,,,,,,,,,,,,,,,
hyperbilirubinemia,,,,,,,,,,,,,,,,,,,,,cyanosis,tachypnea,para 1,bradycardia,breech presentation,cushingoid habitus,cough,myalgia,,,,,,,,,,,,,,,,,,,,
influenza,,,,,,,,,,,,,,,,,,,,,uncoordination,fever,pleuritic pain,snuffle,throat sore,malaise,debilitation,symptom aggravating factors,chill,scleral icterus,nasal flaring,dysuria,lip smacking,headache,sneeze,snore,green sputum,shortness of breath,distress respiratory,blackout,extreme exhaustion,,,,,,,
dependence,,,,,,,,,,,,,,,,,,,,,intoxication,tremor,agitation,suicidal,homelessness,prostatism,lethargy,seizure,muscle twitch,stuffy nose,feeling hopeless,heavy legs,rale,,,,,,,,,,,,,,,
thrombus,,,,,,,,,,,,,,,,,,,,,hypokinesia,anorexia,hypertonicity,shortness of breath,hypoalbuminemia,pruritus,sore to touch,hemodynamically stable,facial paresis,vomiting,stool color yellow,,,,,,,,,,,,,,,,,
cholecystitis,,,,,,,,,,,,,,,,,,,,,moan,nausea,pain abdominal,Murphy's sign,flatulence,colic abdominal,pain,ascites,diarrhea,qt interval prolonged,cardiovascular event,groggy,sinus rhythm,gasping for breath,constipation,feces in rectum,abnormally hard consistency,,,,,,,,,,,
hernia  hiatal,,,,,,,,,,,,,,,,,,,,,pain abdominal,fatigability,prodrome,vomiting,nausea,myalgia,hyponatremia,sore to touch,general discomfort,dyspnea on exertion,asterixis,guaiac positive,numbness of hand,headache,photophobia,,,,,,,,,,,,,
migraine  disorders,,,,,,,,,,,,,,,,,,,,,ambidexterity,vomiting,dizziness,numbness,nausea,fever,splenomegaly,,,,,,,,,,,,,,,,,,,,,
pancytopenia,,,,,,,,,,,,,,,,,,,,,hypoproteinemia,fatigue,haemorrhage,fatigability,cushingoid habitus,stool color yellow,colic abdominal,,,,,,,,,,,,,,,,,,,,,
biliary  calculus,,,,,,,,,,,,,,,,,,,,,vomiting,nausea,pain abdominal,pain,cushingoid habitus,ascites,thicken,sore to touch,diarrhea,apyrexial,palpitation,,,,,,,,,,,,,,,,,
tachycardia  sinus,,,,,,,,,,,,,,,,,,,,,left atrial hypertrophy,sweating increased,alcohol binge episode,pressure chest,scar tissue,cardiovascular event,orthostasis,shortness of breath,t wave inverted,vomiting,pain abdominal,,,,,,,,,,,,,,,,,
ileus,,,,,,,,,,,,,,,,,,,,,abscess bacterial,abdomen acute,air fluid level,catching breath,abdominal tenderness,nausea,sore to touch,flatulence,diarrhea,mass of body structure,apyrexial,constipation,thicken,gravida 0,pain abdominal,,,,,,,,,,,,,
adhesion,,,,,,,,,,,,,,,,,,,,,flatulence,pain,large-for-dates fetus,para 1,vomiting,lung nodule,breech presentation,shortness of breath,decreased body weight,immobile,unsteady gait,hallucinations visual,feeling suicidal,,,,,,,,,,,,,,,
delusion,,,,,,,,,,,,,,,,,,,,,loose associations,giddy mood,feeling hopeless,agitation,hallucinations auditory,irritable mood,sleeplessness,neologism,homicidal thoughts,disturbed family,worry,decompensation,verbally abusive behavior,catatonia,suicidal,terrify,blackout,weepiness,impaired cognition,irritable mood,agitation,,,,,,,
affect  labile,,,,,,,,,,,,,,,,,,,,,extreme exhaustion,sleeplessness,enuresis,patient non compliance,feeling hopeless,hallucinations visual,bedridden,prostatism,,,,,,,,,,,,,,,,,,,,
decubitus  ulcer,,,,,,,,,,,,,,,,,,,,,systolic murmur,frail,fever,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,,,,,,,,,,,,,,,,,,,,,itching,skin rash,nodal skin eruptions,dischromic  patches,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,,,,,,,,,,,,,,,,,,,,,skin rash,nodal skin eruptions,dischromic  patches,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,,,,,,,,,,,,,,,,,,,,,itching,nodal skin eruptions,dischromic  patches,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,,,,,,,,,,,,,,,,,,,,,itching,skin rash,dischromic  patches,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,,,,,,,,,,,,,,,,,,,,,itching,skin rash,nodal skin eruptions,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,,,,,,,,,,,,,,,,,,,,,continuous sneezing,shivering,chills,watering from eyes,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,,,,,,,,,,,,,,,,,,,,,shivering,chills,watering from eyes,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,,,,,,,,,,,,,,,,,,,,,continuous sneezing,chills,watering from eyes,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,,,,,,,,,,,,,,,,,,,,,continuous sneezing,shivering,watering from eyes,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,,,,,,,,,,,,,,,,,,,,,continuous sneezing,shivering,chills,,,,,,,,,,,,,,,,,,,,,,,,,
GERD,,,,,,,,,,,,,,,,,,,,,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain,,,,,,,,,,,,,,,,,,,,,,
GERD,,,,,,,,,,,,,,,,,,,,,stomach pain,ulcers on tongue,vomiting,cough,chest pain,,,,,,,,,,,,,,,,,,,,,,,
GERD,,,,,,,,,,,,,,,,,,,,,stomach pain,acidity,vomiting,cough,chest pain,,,,,,,,,,,,,,,,,,,,,,,
GERD,,,,,,,,,,,,,,,,,,,,,stomach pain,acidity,ulcers on tongue,cough,chest pain,,,,,,,,,,,,,,,,,,,,,,,
GERD,,,,,,,,,,,,,,,,,,,,,stomach pain,acidity,ulcers on tongue,vomiting,chest pain,,,,,,,,,,,,,,,,,,,,,,,
GERD,,,,,,,,,,,,,,,,,,,,,stomach pain,acidity,ulcers on tongue,vomiting,cough,,,,,,,,,,,,,,,,,,,,,,,
GERD,,,,,,,,,,,,,,,,,,,,,acidity,ulcers on tongue,vomiting,cough,chest pain,,,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,,,,,,,,,,,,,,,,,,,,,itching,vomiting,yellowish skin,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,,,,,,,,,,,,,,,,,,,,,vomiting,yellowish skin,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,,,,,,,,,,,,,,,,,,,,,itching,yellowish skin,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,,,,,,,,,,,,,,,,,,,,,itching,vomiting,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,,,,,,,,,,,,,,,,,,,,,itching,vomiting,yellowish skin,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,,,,,,,,,,,,,,,,,,,,,itching,vomiting,yellowish skin,nausea,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,,,,,,,,,,,,,,,,,,,,,itching,vomiting,yellowish skin,nausea,loss of appetite,yellowing of eyes,,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,,,,,,,,,,,,,,,,,,,,,itching,vomiting,yellowish skin,nausea,loss of appetite,abdominal pain,,,,,,,,,,,,,,,,,,,,,,
Drug Reaction,,,,,,,,,,,,,,,,,,,,,itching,skin rash,stomach pain,burning micturition,spotting  urination,,,,,,,,,,,,,,,,,,,,,,,
Drug Reaction,,,,,,,,,,,,,,,,,,,,,itching,stomach pain,burning micturition,spotting  urination,,,,,,,,,,,,,,,,,,,,,,,,
Drug Reaction,,,,,,,,,,,,,,,,,,,,,itching,skin rash,burning micturition,spotting  urination,,,,,,,,,,,,,,,,,,,,,,,,
Drug Reaction,,,,,,,,,,,,,,,,,,,,,itching,skin rash,stomach pain,spotting  urination,,,,,,,,,,,,,,,,,,,,,,,,
Drug Reaction,,,,,,,,,,,,,,,,,,,,,itching,skin rash,stomach pain,burning micturition,,,,,,,,,,,,,,,,,,,,,,,,
Drug Reaction,,,,,,,,,,,,,,,,,,,,,skin rash,stomach pain,burning micturition,spotting  urination,,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,,,,,,,,,,,,,,,,,,,,,vomiting,loss of appetite,abdominal pain,passage of gases,internal itching,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,,,,,,,,,,,,,,,,,,,,,vomiting,indigestion,abdominal pain,passage of gases,internal itching,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,,,,,,,,,,,,,,,,,,,,,indigestion,loss of appetite,abdominal pain,passage of gases,internal itching,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,,,,,,,,,,,,,,,,,,,,,vomiting,indigestion,loss of appetite,passage of gases,internal itching,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,,,,,,,,,,,,,,,,,,,,,vomiting,indigestion,loss of appetite,abdominal pain,internal itching,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,,,,,,,,,,,,,,,,,,,,,vomiting,indigestion,loss of appetite,abdominal pain,passage of gases,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,,,,,,,,,,,,,,,,,,,,,vomiting,indigestion,loss of appetite,abdominal pain,passage of gases,internal itching,,,,,,,,,,,,,,,,,,,,,,
AIDS,,,,,,,,,,,,,,,,,,,,,muscle wasting,patches in throat,high fever,extra marital contacts,,,,,,,,,,,,,,,,,,,,,,,,
AIDS,,,,,,,,,,,,,,,,,,,,,patches in throat,high fever,extra marital contacts,,,,,,,,,,,,,,,,,,,,,,,,,
AIDS,,,,,,,,,,,,,,,,,,,,,muscle wasting,high fever,extra marital contacts,,,,,,,,,,,,,,,,,,,,,,,,,
AIDS,,,,,,,,,,,,,,,,,,,,,muscle wasting,patches in throat,extra marital contacts,,,,,,,,,,,,,,,,,,,,,,,,,
AIDS,,,,,,,,,,,,,,,,,,,,,muscle wasting,patches in throat,high fever,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetes ,,,,,,,,,,,,,,,,,,,,,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,polyuria,,,,,,,,,,,,,,,,,,
Diabetes ,,,,,,,,,,,,,,,,,,,,,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,polyuria,,,,,,,,,,,,,,,,,,,
Diabetes ,,,,,,,,,,,,,,,,,,,,,fatigue,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,polyuria,,,,,,,,,,,,,,,,,,,
Diabetes ,,,,,,,,,,,,,,,,,,,,,fatigue,weight loss,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,polyuria,,,,,,,,,,,,,,,,,,,
Diabetes ,,,,,,,,,,,,,,,,,,,,,fatigue,weight loss,restlessness,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,polyuria,,,,,,,,,,,,,,,,,,,
Diabetes ,,,,,,,,,,,,,,,,,,,,,fatigue,weight loss,restlessness,lethargy,blurred and distorted vision,obesity,excessive hunger,increased appetite,polyuria,,,,,,,,,,,,,,,,,,,
Diabetes ,,,,,,,,,,,,,,,,,,,,,fatigue,weight loss,restlessness,lethargy,irregular sugar level,obesity,excessive hunger,increased appetite,polyuria,,,,,,,,,,,,,,,,,,,
Diabetes ,,,,,,,,,,,,,,,,,,,,,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,excessive hunger,increased appetite,polyuria,,,,,,,,,,,,,,,,,,,
Diabetes ,,,,,,,,,,,,,,,,,,,,,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,increased appetite,polyuria,,,,,,,,,,,,,,,,,,,
Gastroenteritis,,,,,,,,,,,,,,,,,,,,,vomiting,sunken eyes,dehydration,diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,,,,,,,,,,,,,,,,,,,,,sunken eyes,dehydration,diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,,,,,,,,,,,,,,,,,,,,,vomiting,dehydration,diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,,,,,,,,,,,,,,,,,,,,,vomiting,sunken eyes,diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,,,,,,,,,,,,,,,,,,,,,vomiting,sunken eyes,dehydration,,,,,,,,,,,,,,,,,,,,,,,,,
Bronchial Asthma,,,,,,,,,,,,,,,,,,,,,fatigue,cough,high fever,breathlessness,family history,mucoid sputum,,,,,,,,,,,,,,,,,,,,,,
Bronchial Asthma,,,,,,,,,,,,,,,,,,,,,cough,high fever,breathlessness,family history,mucoid sputum,,,,,,,,,,,,,,,,,,,,,,,
Bronchial Asthma,,,,,,,,,,,,,,,,,,,,,fatigue,high fever,breathlessness,family history,mucoid sputum,,,,,,,,,,,,,,,,,,,,,,,
Bronchial Asthma,,,,,,,,,,,,,,,,,,,,,fatigue,cough,breathlessness,family history,mucoid sputum,,,,,,,,,,,,,,,,,,,,,,,
Bronchial Asthma,,,,,,,,,,,,,,,,,,,,,fatigue,cough,high fever,family history,mucoid sputum,,,,,,,,,,,,,,,,,,,,,,,
Bronchial Asthma,,,,,,,,,,,,,,,,,,,,,fatigue,cough,high fever,breathlessness,mucoid sputum,,,,,,,,,,,,,,,,,,,,,,,
Bronchial Asthma,,,,,,,,,,,,,,,,,,,,,fatigue,cough,high fever,breathlessness,family history,,,,,,,,,,,,,,,,,,,,,,,
Hypertension ,,,,,,,,,,,,,,,,,,,,,headache,chest pain,dizziness,loss of balance,lack of concentration,,,,,,,,,,,,,,,,,,,,,,,
Hypertension ,,,,,,,,,,,,,,,,,,,,,chest pain,dizziness,loss of balance,lack of concentration,,,,,,,,,,,,,,,,,,,,,,,,
Hypertension ,,,,,,,,,,,,,,,,,,,,,headache,dizziness,loss of balance,lack of concentration,,,,,,,,,,,,,,,,,,,,,,,,
Hypertension ,,,,,,,,,,,,,,,,,,,,,headache,chest pain,loss of balance,lack of concentration,,,,,,,,,,,,,,,,,,,,,,,,
Hypertension ,,,,,,,,,,,,,,,,,,,,,headache,chest pain,dizziness,lack of concentration,,,,,,,,,,,,,,,,,,,,,,,,
Hypertension ,,,,,,,,,,,,,,,,,,,,,headache,chest pain,dizziness,loss of balance,,,,,,,,,,,,,,,,,,,,,,,,
Migraine,,,,,,,,,,,,,,,,,,,,,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,,,,,,,,,,,,,,,,,,,
Migraine,,,,,,,,,,,,,,,,,,,,,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,,,,,,,,,,,,,,,,,,,,
Migraine,,,,,,,,,,,,,,,,,,,,,acidity,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,,,,,,,,,,,,,,,,,,,,
Migraine,,,,,,,,,,,,,,,,,,,,,acidity,indigestion,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,,,,,,,,,,,,,,,,,,,,
Migraine,,,,,,,,,,,,,,,,,,,,,acidity,indigestion,headache,excessive hunger,stiff neck,depression,irritability,visual disturbances,,,,,,,,,,,,,,,,,,,,
Migraine,,,,,,,,,,,,,,,,,,,,,acidity,indigestion,headache,blurred and distorted vision,stiff neck,depression,irritability,visual disturbances,,,,,,,,,,,,,,,,,,,,
Migraine,,,,,,,,,,,,,,,,,,,,,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,depression,irritability,visual disturbances,,,,,,,,,,,,,,,,,,,,
Migraine,,,,,,,,,,,,,,,,,,,,,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,irritability,visual disturbances,,,,,,,,,,,,,,,,,,,,
Migraine,,,,,,,,,,,,,,,,,,,,,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,visual disturbances,,,,,,,,,,,,,,,,,,,,
Migraine,,,,,,,,,,,,,,,,,,,,,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,,,,,,,,,,,,,,,,,,,,,back pain,weakness in limbs,neck pain,dizziness,loss of balance,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,,,,,,,,,,,,,,,,,,,,,weakness in limbs,neck pain,dizziness,loss of balance,,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,,,,,,,,,,,,,,,,,,,,,back pain,neck pain,dizziness,loss of balance,,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,,,,,,,,,,,,,,,,,,,,,back pain,weakness in limbs,dizziness,loss of balance,,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,,,,,,,,,,,,,,,,,,,,,back pain,weakness in limbs,neck pain,loss of balance,,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,,,,,,,,,,,,,,,,,,,,,back pain,weakness in limbs,neck pain,dizziness,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),,,,,,,,,,,,,,,,,,,,,vomiting,headache,weakness of one body side,altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),,,,,,,,,,,,,,,,,,,,,headache,weakness of one body side,altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),,,,,,,,,,,,,,,,,,,,,vomiting,weakness of one body side,altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),,,,,,,,,,,,,,,,,,,,,vomiting,headache,altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),,,,,,,,,,,,,,,,,,,,,vomiting,headache,weakness of one body side,,,,,,,,,,,,,,,,,,,,,,,,,
Jaundice,,,,,,,,,,,,,,,,,,,,,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,,,,,,,,,,,,
Jaundice,,,,,,,,,,,,,,,,,,,,,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,,,,,,,,,,,,,,,,,,,,,itching,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,,,,,,,,,,,,,,,,,,,,,itching,vomiting,weight loss,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,,,,,,,,,,,,,,,,,,,,,itching,vomiting,fatigue,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,,,,,,,,,,,,,,,,,,,,,itching,vomiting,fatigue,weight loss,yellowish skin,dark urine,abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,,,,,,,,,,,,,,,,,,,,,itching,vomiting,fatigue,weight loss,high fever,dark urine,abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,,,,,,,,,,,,,,,,,,,,,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,,,,,,,,,,,,,,,,,,,,,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,,,,,,,,,,,,,,,,,,,,,
Malaria,,,,,,,,,,,,,,,,,,,,,chills,vomiting,high fever,sweating,headache,nausea,muscle pain,,,,,,,,,,,,,,,,,,,,,
Malaria,,,,,,,,,,,,,,,,,,,,,chills,vomiting,high fever,sweating,headache,nausea,diarrhoea,muscle pain,,,,,,,,,,,,,,,,,,,,
Malaria,,,,,,,,,,,,,,,,,,,,,vomiting,high fever,sweating,headache,nausea,diarrhoea,muscle pain,,,,,,,,,,,,,,,,,,,,,
Malaria,,,,,,,,,,,,,,,,,,,,,chills,high fever,sweating,headache,nausea,diarrhoea,muscle pain,,,,,,,,,,,,,,,,,,,,,
Malaria,,,,,,,,,,,,,,,,,,,,,chills,vomiting,sweating,headache,nausea,diarrhoea,muscle pain,,,,,,,,,,,,,,,,,,,,,
Malaria,,,,,,,,,,,,,,,,,,,,,chills,vomiting,high fever,headache,nausea,diarrhoea,muscle pain,,,,,,,,,,,,,,,,,,,,,
Malaria,,,,,,,,,,,,,,,,,,,,,chills,vomiting,high fever,sweating,nausea,diarrhoea,muscle pain,,,,,,,,,,,,,,,,,,,,,
Malaria,,,,,,,,,,,,,,,,,,,,,chills,vomiting,high fever,sweating,headache,diarrhoea,muscle pain,,,,,,,,,,,,,,,,,,,,,
Chicken pox,,,,,,,,,,,,,,,,,,,,,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,,,,,,,,,,,
Chicken pox,,,,,,,,,,,,,,,,,,,,,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,,,,,,,,,,,,
Chicken pox,,,,,,,,,,,,,,,,,,,,,itching,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,,,,,,,,,,,,
Chicken pox,,,,,,,,,,,,,,,,,,,,,itching,skin rash,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,,,,,,,,,,,,
Chicken pox,,,,,,,,,,,,,,,,,,,,,itching,skin rash,fatigue,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,,,,,,,,,,,,
Chicken pox,,,,,,,,,,,,,,,,,,,,,itching,skin rash,fatigue,lethargy,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,,,,,,,,,,,,
Chicken pox,,,,,,,,,,,,,,,,,,,,,itching,skin rash,fatigue,lethargy,high fever,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,,,,,,,,,,,,
Chicken pox,,,,,,,,,,,,,,,,,,,,,itching,skin rash,fatigue,lethargy,high fever,headache,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,,,,,,,,,,,,
Chicken pox,,,,,,,,,,,,,,,,,,,,,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,swelled lymph nodes,malaise,red spots over body,,,,,,,,,,,,,,,,,,
Chicken pox,,,,,,,,,,,,,,,,,,,,,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,malaise,red spots over body,,,,,,,,,,,,,,,,,,
Dengue,,,,,,,,,,,,,,,,,,,,,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,muscle pain,red spots over body,,,,,,,,,,,,,,,
Dengue,,,,,,,,,,,,,,,,,,,,,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,red spots over body,,,,,,,,,,,,,,,
Dengue,,,,,,,,,,,,,,,,,,,,,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,,,,,,,,,,,,,,,
Dengue,,,,,,,,,,,,,,,,,,,,,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,,,,,,,,,,,
Dengue,,,,,,,,,,,,,,,,,,,,,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,,,,,,,,,,,,
Dengue,,,,,,,,,,,,,,,,,,,,,skin rash,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,,,,,,,,,,,,
Dengue,,,,,,,,,,,,,,,,,,,,,skin rash,chills,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,,,,,,,,,,,,
Dengue,,,,,,,,,,,,,,,,,,,,,skin rash,chills,joint pain,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,,,,,,,,,,,,
Dengue,,,,,,,,,,,,,,,,,,,,,skin rash,chills,joint pain,vomiting,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,,,,,,,,,,,,
Dengue,,,,,,,,,,,,,,,,,,,,,skin rash,chills,joint pain,vomiting,fatigue,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,,,,,,,,,,,,
Typhoid,,,,,,,,,,,,,,,,,,,,,chills,vomiting,fatigue,high fever,nausea,constipation,abdominal pain,diarrhoea,toxic look (typhos),belly pain,,,,,,,,,,,,,,,,,,
Typhoid,,,,,,,,,,,,,,,,,,,,,chills,vomiting,fatigue,high fever,headache,constipation,abdominal pain,diarrhoea,toxic look (typhos),belly pain,,,,,,,,,,,,,,,,,,
Typhoid,,,,,,,,,,,,,,,,,,,,,chills,vomiting,fatigue,high fever,headache,nausea,abdominal pain,diarrhoea,toxic look (typhos),belly pain,,,,,,,,,,,,,,,,,,
Typhoid,,,,,,,,,,,,,,,,,,,,,chills,vomiting,fatigue,high fever,headache,nausea,constipation,diarrhoea,toxic look (typhos),belly pain,,,,,,,,,,,,,,,,,,
Typhoid,,,,,,,,,,,,,,,,,,,,,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,toxic look (typhos),belly pain,,,,,,,,,,,,,,,,,,
Typhoid,,,,,,,,,,,,,,,,,,,,,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhoea,belly pain,,,,,,,,,,,,,,,,,,
Typhoid,,,,,,,,,,,,,,,,,,,,,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhoea,toxic look (typhos),,,,,,,,,,,,,,,,,,
Typhoid,,,,,,,,,,,,,,,,,,,,,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhoea,toxic look (typhos),belly pain,,,,,,,,,,,,,,,,,
Typhoid,,,,,,,,,,,,,,,,,,,,,chills,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhoea,toxic look (typhos),belly pain,,,,,,,,,,,,,,,,,,
