Disease,Symptom 1,Symptom 2,Symptom 3,Symptom 4,Symptom 5,Symptom 6,Symptom 7,Symptom 8,Symptom 9,Symptom 10,Symptom 11,Symptom 12,Symptom 13,Symptom 14,Symptom 15,Symptom 16,Symptom 17,Symptom 18,Symptom 19,Symptom 20,Symptom 21,Symptom 22,Symptom 23,Symptom 24,Symptom 25,Symptom 26,Symptom 27,Symptom 28
Paralysis (brain hemorrhage),headache,weakness of one body side,altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,weakness of one body side,altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,headache,altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,headache,weakness of one body side,,,,,,,,,,,,,,,,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,,,,,,,,,,,,
Jaundice,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,itching,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,itching,vomiting,weight loss,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight loss,yellowish skin,dark urine,abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight loss,high fever,dark urine,abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,,,,,,,,,,,,,,,,,,,,,
Malaria,chills,vomiting,high fever,sweating,headache,nausea,muscle pain,,,,,,,,,,,,,,,,,,,,,
Malaria,chills,vomiting,high fever,sweating,headache,nausea,diarrhoea,muscle pain,,,,,,,,,,,,,,,,,,,,
Malaria,vomiting,high fever,sweating,headache,nausea,diarrhoea,muscle pain,,,,,,,,,,,,,,,,,,,,,
Malaria,chills,high fever,sweating,headache,nausea,diarrhoea,muscle pain,,,,,,,,,,,,,,,,,,,,,
Malaria,chills,vomiting,sweating,headache,nausea,diarrhoea,muscle pain,,,,,,,,,,,,,,,,,,,,,
Malaria,chills,vomiting,high fever,headache,nausea,diarrhoea,muscle pain,,,,,,,,,,,,,,,,,,,,,
Malaria,chills,vomiting,high fever,sweating,nausea,diarrhoea,muscle pain,,,,,,,,,,,,,,,,,,,,,
Malaria,chills,vomiting,high fever,sweating,headache,diarrhoea,muscle pain,,,,,,,,,,,,,,,,,,,,,
Chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,,,,,,,,,,,
Chicken pox,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,,,,,,,,,,,,
Chicken pox,itching,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,,,,,,,,,,,,
Chicken pox,itching,skin rash,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,,,,,,,,,,,,
Chicken pox,itching,skin rash,fatigue,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,,,,,,,,,,,,
Chicken pox,itching,skin rash,fatigue,lethargy,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,,,,,,,,,,,,
Chicken pox,itching,skin rash,fatigue,lethargy,high fever,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,,,,,,,,,,,,
Chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,,,,,,,,,,,,
Chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,swelled lymph nodes,malaise,red spots over body,,,,,,,,,,,,,,,,,,
Chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,malaise,red spots over body,,,,,,,,,,,,,,,,,,
Dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,muscle pain,red spots over body,,,,,,,,,,,,,,,
Dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,red spots over body,,,,,,,,,,,,,,,
Dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,,,,,,,,,,,,,,,
Dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,,,,,,,,,,,
Dengue,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,,,,,,,,,,,,
Dengue,skin rash,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,,,,,,,,,,,,
Dengue,skin rash,chills,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,,,,,,,,,,,,
Dengue,skin rash,chills,joint pain,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,,,,,,,,,,,,
Dengue,skin rash,chills,joint pain,vomiting,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,,,,,,,,,,,,
Dengue,skin rash,chills,joint pain,vomiting,fatigue,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,,,,,,,,,,,,
Typhoid,chills,vomiting,fatigue,high fever,nausea,constipation,abdominal pain,diarrhoea,toxic look (typhos),belly pain,,,,,,,,,,,,,,,,,,
Typhoid,chills,vomiting,fatigue,high fever,headache,constipation,abdominal pain,diarrhoea,toxic look (typhos),belly pain,,,,,,,,,,,,,,,,,,
Typhoid,chills,vomiting,fatigue,high fever,headache,nausea,abdominal pain,diarrhoea,toxic look (typhos),belly pain,,,,,,,,,,,,,,,,,,
Typhoid,chills,vomiting,fatigue,high fever,headache,nausea,constipation,diarrhoea,toxic look (typhos),belly pain,,,,,,,,,,,,,,,,,,
Typhoid,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,toxic look (typhos),belly pain,,,,,,,,,,,,,,,,,,
Typhoid,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhoea,belly pain,,,,,,,,,,,,,,,,,,
Typhoid,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhoea,toxic look (typhos),,,,,,,,,,,,,,,,,,
Typhoid,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhoea,toxic look (typhos),belly pain,,,,,,,,,,,,,,,,,
Typhoid,chills,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhoea,toxic look (typhos),belly pain,,,,,,,,,,,,,,,,,,
hepatitis A,joint pain,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,,,,,,,,,,,,,,,,,
hepatitis A,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,,,,,,,,,,,,,,,,,,
hepatitis A,joint pain,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,,,,,,,,,,,,,,,,,,
hepatitis A,joint pain,vomiting,dark urine,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,,,,,,,,,,,,,,,,,,
hepatitis A,joint pain,vomiting,yellowish skin,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,,,,,,,,,,,,,,,,,,
hepatitis A,joint pain,vomiting,yellowish skin,dark urine,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,,,,,,,,,,,,,,,,,,
hepatitis A,joint pain,vomiting,yellowish skin,dark urine,nausea,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,,,,,,,,,,,,,,,,,,
hepatitis A,joint pain,vomiting,yellowish skin,dark urine,nausea,loss of appetite,diarrhoea,mild fever,yellowing of eyes,muscle pain,,,,,,,,,,,,,,,,,,
hepatitis A,joint pain,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,mild fever,yellowing of eyes,muscle pain,,,,,,,,,,,,,,,,,,
Hepatitis B,itching,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,,,,,,,,,,,,
Hepatitis B,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,,,,,,,,,,,,,
Hepatitis B,itching,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,,,,,,,,,,,,,
Hepatitis B,itching,fatigue,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,,,,,,,,,,,,,
Hepatitis B,itching,fatigue,lethargy,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,,,,,,,,,,,,,
Hepatitis B,itching,fatigue,lethargy,yellowish skin,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,,,,,,,,,,,,,
Hepatitis B,itching,fatigue,lethargy,yellowish skin,dark urine,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,,,,,,,,,,,,,
Hepatitis B,itching,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,,,,,,,,,,,,,
Hepatitis B,itching,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,,,,,,,,,,,,,
Hepatitis C,fatigue,yellowish skin,nausea,loss of appetite,family history,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,fatigue,nausea,loss of appetite,yellowing of eyes,family history,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,fatigue,yellowish skin,loss of appetite,yellowing of eyes,family history,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,fatigue,yellowish skin,nausea,yellowing of eyes,family history,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,
Hepatitis D,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,
Hepatitis D,joint pain,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,
Hepatitis D,joint pain,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,
Hepatitis D,joint pain,vomiting,fatigue,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,
Hepatitis D,joint pain,vomiting,fatigue,yellowish skin,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,
Hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,
Hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,
Hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,yellowing of eyes,,,,,,,,,,,,,,,,,,,,
Hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,,,,,,,,,,,,,,,,,,,,
Hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,coma,stomach bleeding,,,,,,,,,,,,,,,,
Hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,,,,,,,,,,,,,,,
Hepatitis E,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,,,,,,,,,,,,,,,,
Hepatitis E,joint pain,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,,,,,,,,,,,,,,,,
Hepatitis E,joint pain,vomiting,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,,,,,,,,,,,,,,,,
Hepatitis E,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,,,,,,,,,,,,,,,,
Hepatitis E,joint pain,vomiting,fatigue,high fever,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,,,,,,,,,,,,,,,,
Hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,,,,,,,,,,,,,,,,
Hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,,,,,,,,,,,,,,,,
Alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload.1,,,,,,,,,,,,,,,,,,,,,
Alcoholic hepatitis,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload.1,,,,,,,,,,,,,,,,,,,,,,
Alcoholic hepatitis,vomiting,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload.1,,,,,,,,,,,,,,,,,,,,,,
Alcoholic hepatitis,vomiting,yellowish skin,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload.1,,,,,,,,,,,,,,,,,,,,,,
Alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,distention of abdomen,history of alcohol consumption,fluid overload.1,,,,,,,,,,,,,,,,,,,,,,
Alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,history of alcohol consumption,fluid overload.1,,,,,,,,,,,,,,,,,,,,,,
Alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,fluid overload.1,,,,,,,,,,,,,,,,,,,,,,
Alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,,,,,,,,,,,,,,,,,,,,,,
Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,,,,,,,,,,,
Tuberculosis,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,,,,,,,,,,,,
Tuberculosis,chills,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,,,,,,,,,,,,
Tuberculosis,chills,vomiting,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,,,,,,,,,,,,
Tuberculosis,chills,vomiting,fatigue,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,,,,,,,,,,,,
Tuberculosis,chills,vomiting,fatigue,weight loss,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,,,,,,,,,,,,
Tuberculosis,chills,vomiting,fatigue,weight loss,cough,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,,,,,,,,,,,,
Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,,,,,,,,,,,,
Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,,,,,,,,,,,,
Common Cold,continuous sneezing,chills,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,,,,,,,,,,,
Common Cold,chills,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,,,,,,,,,,,,
Common Cold,continuous sneezing,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,,,,,,,,,,,,
Common Cold,continuous sneezing,chills,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,,,,,,,,,,,,
Common Cold,continuous sneezing,chills,fatigue,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,,,,,,,,,,,,
Common Cold,continuous sneezing,chills,fatigue,cough,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,,,,,,,,,,,,
Common Cold,continuous sneezing,chills,fatigue,cough,high fever,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,,,,,,,,,,,,
Common Cold,continuous sneezing,chills,fatigue,cough,high fever,headache,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,,,,,,,,,,,,
Common Cold,continuous sneezing,chills,fatigue,cough,high fever,headache,swelled lymph nodes,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,,,,,,,,,,,,
Pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,chest pain,fast heart rate,rusty sputum,,,,,,,,,,,,,,,,,,
Pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,,,,,,,,,,,
Pneumonia,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,,,,,,,,,,,,
Pneumonia,chills,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,,,,,,,,,,,,
Pneumonia,chills,fatigue,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,,,,,,,,,,,,
Pneumonia,chills,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,,,,,,,,,,,,
Pneumonia,chills,fatigue,cough,high fever,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,,,,,,,,,,,,
Pneumonia,chills,fatigue,cough,high fever,breathlessness,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,,,,,,,,,,,,
Pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,bloody stool,irritation in anus,,,,,,,,,,,,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,irritation in anus,,,,,,,,,,,,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,,,,,,,,,,,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest pain,,,,,,,,,,,,,,,,,,,,,,,,
Heart attack,breathlessness,sweating,chest pain,,,,,,,,,,,,,,,,,,,,,,,,,
Heart attack,vomiting,sweating,chest pain,,,,,,,,,,,,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,chest pain,,,,,,,,,,,,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,,,,,,,,,,,,,,,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,,,,,,,,,,,,,,,,,,,,,
Varicose veins,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,,,,,,,,,,,,,,,,,,,,,,
Varicose veins,fatigue,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,,,,,,,,,,,,,,,,,,,,,,
Varicose veins,fatigue,cramps,obesity,swollen legs,swollen blood vessels,prominent veins on calf,,,,,,,,,,,,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,swollen legs,swollen blood vessels,prominent veins on calf,,,,,,,,,,,,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen blood vessels,prominent veins on calf,,,,,,,,,,,,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,prominent veins on calf,,,,,,,,,,,,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,,,,,,,,,,,,,,,,,,,,,,
Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,,,,,,,,,,,,,,,
Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,,,,,,,,,,,,,,,,
Hypothyroidism,fatigue,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,,,,,,,,,,,,,,,,
Hypothyroidism,fatigue,weight gain,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,,,,,,,,,,,,,,,,
Hypothyroidism,fatigue,weight gain,cold hands and feets,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,,,,,,,,,,,,,,,,
Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,,,,,,,,,,,,,,,,
Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,,,,,,,,,,,,,,,,
Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,,,,,,,,,,,,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,,,,,,,,,,,
Hyperthyroidism,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,,,,,,,,,,,,
Hyperthyroidism,fatigue,weight loss,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,,,,,,,,,,,,
Hyperthyroidism,fatigue,mood swings,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,,,,,,,,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,,,,,,,,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,,,,,,,,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,,,,,,,,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,,,,,,,,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate,muscle weakness,irritability,abnormal menstruation,,,,,,,,,,,,,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,slurred speech,irritability,palpitations,,,,,,,,,,,,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,,,,,,,,,,,
Hypoglycemia,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,,,,,,,,,,,,
Hypoglycemia,vomiting,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,,,,,,,,,,,,
Hypoglycemia,vomiting,fatigue,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,,,,,,,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,,,,,,,,,,,,
